Name,Section,Title,Subject,Topic,OpenSeats,Credits
Ancient Greek World,001,Ancient Greek World,Classical Civilization (CLCIV) Open Sections,," ",4.00
C C Sem Hu,001,C C Sem Hu,Classical Civilization (CLCIV) Open Sections,,"  18",3.00
Ancient Law,003,Ancient Law,Classical Civilization (CLCIV) Open Sections,,"   5",4.00
Ancient Law,004,Ancient Law,Classical Civilization (CLCIV) Open Sections,,"  17",4.00
Ancient Law,005,Ancient Law,Classical Civilization (CLCIV) Open Sections,,"  11",4.00
Ancient Law,006,Ancient Law,Classical Civilization (CLCIV) Open Sections,,"  19",4.00
Ancient Law,001,Ancient Law,Classical Civilization (CLCIV) Open Sections,," ",4.00
Sex & Gender Anc,001,Sex & Gender Anc,Classical Civilization (CLCIV) Open Sections,,"  14",3.00
Ancient Phil,003,Ancient Phil,Classical Civilization (CLCIV) Open Sections,,"  20",4.00
Ancient Phil,004,Ancient Phil,Classical Civilization (CLCIV) Open Sections,,"   2",4.00
Ancient Phil,001,Ancient Phil,Classical Civilization (CLCIV) Open Sections,," ",4.00
Roman Republic,002,Roman Republic,Classical Civilization (CLCIV) Open Sections,,"   8",4.00
Roman Republic,003,Roman Republic,Classical Civilization (CLCIV) Open Sections,,"  18",4.00
Roman Republic,004,Roman Republic,Classical Civilization (CLCIV) Open Sections,,"  25",4.00
Roman Republic,001,Roman Republic,Classical Civilization (CLCIV) Open Sections,," ",4.00
Classical Topics,001,Classical Topics,Classical Civilization (CLCIV) Open Sections,,"  13",3.00
Plato,001,Plato,Classical Civilization (CLCIV) Open Sections,,"   8",3.00
Post-Aristotelian,001,Post-Aristotelian,Classical Civilization (CLCIV) Open Sections,,"  14",3.00
Anc Greek Sport,002,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  13",4.00
Anc Greek Sport,003,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  17",4.00
Anc Greek Sport,004,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"   8",4.00
Anc Greek Sport,005,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  21",4.00
Anc Greek Sport,006,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  14",4.00
Anc Greek Sport,007,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  22",4.00
Anc Greek Sport,008,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  18",4.00
Anc Greek Sport,009,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  20",4.00
Anc Greek Sport,011,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  17",4.00
Anc Greek Sport,013,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,,"  24",4.00
Anc Greek Sport,001,Anc Greek Sport,Classical Civilization (CLCIV) Open Sections,," ",4.00
"Grks,Romans&Egypt",001,"Grks,Romans&Egypt",Classical Civilization (CLCIV) Open Sections,,"  12",3.00
Studying Antiquity,001,Studying Antiquity,Classical Civilization (CLCIV) Open Sections,,"   3",1.00-2.00
Studying Antiquity,002,Studying Antiquity,Classical Civilization (CLCIV) Open Sections,,"   8",1.00-2.00
Supervised Reading,027,Supervised Reading,Classical Civilization (CLCIV) Open Sections,,"  25",1.00-3.00
Supervised Reading,078,Supervised Reading,Classical Civilization (CLCIV) Open Sections,,"  25",1.00-3.00
Fresh Honors,002,Fresh Honors,Great Books (GTBOOKS) Open Sections,,"  14",4.00
Fresh Honors,003,Fresh Honors,Great Books (GTBOOKS) Open Sections,,"  18",4.00
Fresh Honors,005,Fresh Honors,Great Books (GTBOOKS) Open Sections,,"  19",4.00
Fresh Honors,007,Fresh Honors,Great Books (GTBOOKS) Open Sections,,"  18",4.00
Fresh Honors,008,Fresh Honors,Great Books (GTBOOKS) Open Sections,,"  18",4.00
Fresh Honors,009,Fresh Honors,Great Books (GTBOOKS) Open Sections,,"  19",4.00
Fresh Honors,010,Fresh Honors,Great Books (GTBOOKS) Open Sections,,"  19",4.00
Fresh Honors,001,Fresh Honors,Great Books (GTBOOKS) Open Sections,," ",4.00
Writing World Lits,001,Writing World Lits,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Writing World Lits,002,Writing World Lits,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Writing World Lits,003,Writing World Lits,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Writing World Lits,004,Writing World Lits,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Writing World Lits,005,Writing World Lits,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Writing World Lits,006,Writing World Lits,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Writing World Lits,007,Writing World Lits,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
1st Yr Literary Sem,001,1st Yr Literary Sem,Comparative Literature (COMPLIT) Open Sections,,"  18",3.00
Great Performances,002,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Great Performances,003,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  17",4.00
Great Performances,004,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Great Performances,005,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  15",4.00
Great Performances,006,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Great Performances,007,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Great Performances,008,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  14",4.00
Great Performances,009,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  13",4.00
Great Performances,010,Great Performances,Comparative Literature (COMPLIT) Open Sections,,"  16",4.00
Great Performances,001,Great Performances,Comparative Literature (COMPLIT) Open Sections,," ",4.00
Intro to Translation,001,Intro to Translation,Comparative Literature (COMPLIT) Open Sections,,"  16",3.00
Global Humanities,003,Global Humanities,Comparative Literature (COMPLIT) Open Sections,,"  11",2.00
Topics in Lit & Phil,002,Topics in Lit & Phil,Comparative Literature (COMPLIT) Open Sections,,"  10",4.00
Topics in Lit & Phil,003,Topics in Lit & Phil,Comparative Literature (COMPLIT) Open Sections,,"   8",4.00
Topics in Lit & Phil,004,Topics in Lit & Phil,Comparative Literature (COMPLIT) Open Sections,,"  19",4.00
Topics in Lit & Phil,005,Topics in Lit & Phil,Comparative Literature (COMPLIT) Open Sections,,"  18",4.00
Topics in Lit & Phil,006,Topics in Lit & Phil,Comparative Literature (COMPLIT) Open Sections,,"   8",4.00
Topics in Lit & Phil,007,Topics in Lit & Phil,Comparative Literature (COMPLIT) Open Sections,,"  14",4.00
Topics in Lit & Phil,001,Topics in Lit & Phil,Comparative Literature (COMPLIT) Open Sections,," ",4.00
Translate World Lit,004,Translate World Lit,Comparative Literature (COMPLIT) Open Sections,,"   5",3.00
Translate World Lit,001,Translate World Lit,Comparative Literature (COMPLIT) Open Sections,," ",3.00
Cultural Studies,001,Cultural Studies,Comparative Literature (COMPLIT) Open Sections,,"  19",3.00
Capstone Seminar,001,Capstone Seminar,Comparative Literature (COMPLIT) Open Sections,,"  12",3.00
Translation Capstone,001,Translation Capstone,Comparative Literature (COMPLIT) Open Sections,,"   1",3.00
Topics in Theory,001,Topics in Theory,Comparative Literature (COMPLIT) Open Sections,,"  11",3.00
Sem:St in Form&Genre,001,Sem:St in Form&Genre,Comparative Literature (COMPLIT) Open Sections,,"  11",3.00
Interdisc Approach,001,Interdisc Approach,Comparative Literature (COMPLIT) Open Sections,,"   8",3.00
Sem Literary Theory,001,Sem Literary Theory,Comparative Literature (COMPLIT) Open Sections,,"   9",3.00
Writing Lit&Inquiry,001,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,002,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing Lit&Inquiry,003,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing Lit&Inquiry,004,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,005,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   5",4.00
Writing Lit&Inquiry,006,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   6",4.00
Writing Lit&Inquiry,007,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   4",4.00
Writing Lit&Inquiry,008,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,009,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,010,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,011,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   5",4.00
Writing Lit&Inquiry,012,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,013,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing Lit&Inquiry,014,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   5",4.00
Writing Lit&Inquiry,015,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing Lit&Inquiry,016,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing Lit&Inquiry,017,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,018,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   6",4.00
Writing Lit&Inquiry,019,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing Lit&Inquiry,020,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,021,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,022,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,023,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing Lit&Inquiry,024,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing Lit&Inquiry,025,Writing Lit&Inquiry,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,001,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   5",4.00
Writing&Academic Inq,002,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,003,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing&Academic Inq,004,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,005,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   4",4.00
Writing&Academic Inq,006,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing&Academic Inq,007,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,008,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,009,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   6",4.00
Writing&Academic Inq,011,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,012,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   6",4.00
Writing&Academic Inq,013,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   3",4.00
Writing&Academic Inq,014,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,015,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,016,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,017,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,019,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,020,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   6",4.00
Writing&Academic Inq,021,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,022,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,023,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   6",4.00
Writing&Academic Inq,024,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,025,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,026,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,027,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   5",4.00
Writing&Academic Inq,028,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,029,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,030,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,031,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   2",4.00
Writing&Academic Inq,032,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,033,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,034,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,035,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,036,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,037,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   2",4.00
Writing&Academic Inq,038,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,039,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,040,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,041,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,042,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,043,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   1",4.00
Writing&Academic Inq,044,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,045,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,046,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,047,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,048,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   6",4.00
Writing&Academic Inq,049,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing&Academic Inq,050,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   5",4.00
Writing&Academic Inq,051,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,052,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,053,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Writing&Academic Inq,054,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Writing&Academic Inq,055,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Writing&Academic Inq,056,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  15",4.00
Writing&Academic Inq,057,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  13",4.00
Writing&Academic Inq,058,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Writing&Academic Inq,059,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  15",4.00
Writing&Academic Inq,060,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Writing&Academic Inq,061,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Writing&Academic Inq,062,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Writing&Academic Inq,063,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,064,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing&Academic Inq,065,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing&Academic Inq,066,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,067,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,068,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,069,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,070,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,071,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,072,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,073,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing&Academic Inq,074,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   2",4.00
Writing&Academic Inq,075,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,076,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,077,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,078,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,079,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Writing&Academic Inq,080,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,081,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,082,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,083,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,084,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,085,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,086,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   8",4.00
Writing&Academic Inq,087,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,088,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,089,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   7",4.00
Writing&Academic Inq,090,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,091,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,092,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,093,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,094,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,095,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Writing&Academic Inq,096,Writing&Academic Inq,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Comm-Engaged Writ,001,Comm-Engaged Writ,English Language And Literature (ENGLISH) Open Sections,,"  14",4.00
Comm-Engaged Writ,002,Comm-Engaged Writ,English Language And Literature (ENGLISH) Open Sections,,"  18",4.00
Comm-Engaged Writ,003,Comm-Engaged Writ,English Language And Literature (ENGLISH) Open Sections,,"  12",4.00
Comm-Engaged Writ,004,Comm-Engaged Writ,English Language And Literature (ENGLISH) Open Sections,,"  15",4.00
Comm-Engaged Writ,005,Comm-Engaged Writ,English Language And Literature (ENGLISH) Open Sections,,"  15",4.00
1st Yr Sem Lang&Lit,001,1st Yr Sem Lang&Lit,English Language And Literature (ENGLISH) Open Sections,,"  18",3.00
1st Yr Sem Lang&Lit,002,1st Yr Sem Lang&Lit,English Language And Literature (ENGLISH) Open Sections,,"  18",3.00
1st Yr Sem Lang&Lit,004,1st Yr Sem Lang&Lit,English Language And Literature (ENGLISH) Open Sections,,"  18",3.00
Intro to Shakespeare,001,Intro to Shakespeare,English Language And Literature (ENGLISH) Open Sections,,"  41",3.00
Disability Studies,001,Disability Studies,English Language And Literature (ENGLISH) Open Sections,,"   4",3.00
Lit&Wrtg Out Classrm,001,Lit&Wrtg Out Classrm,English Language And Literature (ENGLISH) Open Sections,,"  18",3.00
Lit&Wrtg Out Classrm,002,Lit&Wrtg Out Classrm,English Language And Literature (ENGLISH) Open Sections,,"  20",3.00
Lit&Wrtg Out Classrm,003,Lit&Wrtg Out Classrm,English Language And Literature (ENGLISH) Open Sections,,"  16",3.00
Lit&Wrtg Out Classrm,004,Lit&Wrtg Out Classrm,English Language And Literature (ENGLISH) Open Sections,,"  16",3.00
Lit&Wrtg Out Classrm,005,Lit&Wrtg Out Classrm,English Language And Literature (ENGLISH) Open Sections,,"  17",3.00
Lit&Wrtg Out Classrm,006,Lit&Wrtg Out Classrm,English Language And Literature (ENGLISH) Open Sections,,"  10",3.00
Intro Creative Wrtng,001,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"  12",3.00
Intro Creative Wrtng,006,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"  12",3.00
Intro Creative Wrtng,007,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"   5",3.00
Intro Creative Wrtng,008,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"  18",3.00
Intro Creative Wrtng,009,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"  14",3.00
Intro Creative Wrtng,011,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"  13",3.00
Intro Creative Wrtng,013,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"   5",3.00
Intro Creative Wrtng,014,Intro Creative Wrtng,English Language And Literature (ENGLISH) Open Sections,,"   6",3.00
Acad Argumentation,001,Acad Argumentation,English Language And Literature (ENGLISH) Open Sections,,"   5",4.00
Acad Argumentation,002,Acad Argumentation,English Language And Literature (ENGLISH) Open Sections,,"  13",4.00
Acad Argumentation,003,Acad Argumentation,English Language And Literature (ENGLISH) Open Sections,,"  14",4.00
Acad Argumentation,004,Acad Argumentation,English Language And Literature (ENGLISH) Open Sections,,"  12",4.00
Acad Argumentation,005,Acad Argumentation,English Language And Literature (ENGLISH) Open Sections,,"  11",4.00
Acad Argumentation,006,Acad Argumentation,English Language And Literature (ENGLISH) Open Sections,,"  16",4.00
Acad Argumentation,007,Acad Argumentation,English Language And Literature (ENGLISH) Open Sections,,"  12",4.00
Intro Playwriting,002,Intro Playwriting,English Language And Literature (ENGLISH) Open Sections,,"   1",3.00
Professional Writing,001,Professional Writing,English Language And Literature (ENGLISH) Open Sections,,"   9",4.00
Intro-Reading Poetry,001,Intro-Reading Poetry,English Language And Literature (ENGLISH) Open Sections,,"   4",3.00
Intr Afr-Am Lit,001,Intr Afr-Am Lit,English Language And Literature (ENGLISH) Open Sections,,"   8",3.00
Themes Lang & Lit,002,Themes Lang & Lit,English Language And Literature (ENGLISH) Open Sections,,"  20",3.00
Themes Lang & Lit,003,Themes Lang & Lit,English Language And Literature (ENGLISH) Open Sections,,"  19",3.00
Topics in Lang&Lit,002,Topics in Lang&Lit,English Language And Literature (ENGLISH) Open Sections,,"  17",1.00-2.00
Language & Rhetoric,001,Language & Rhetoric,English Language And Literature (ENGLISH) Open Sections,,"  11",3.00
